,original_filename,page,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
490,GP_Delimitation_2019_Final-1-400.pdf,62,24.,"खेरन का
पारडा","1 खेरन का पारडा
2 नवापादर
3 मोरडी",खेरन का पारडा,"1 खेरन का पारडा
2 आदर्शपूरा",,,,,
491,GP_Delimitation_2019_Final-1-400.pdf,62,25.,आसोडा,"1. आसोडा
2. हिम्मत सिंह
का गडा
3. चिरोलाफला
ओझारिया
4. सामागढ़ा",आसोड़ा,"1. आसोड़ा
2. चिरोलाफला
ओझारिया",,,,,
492,GP_Delimitation_2019_Final-1-400.pdf,62,26 .,,,सामागढा,"1. सामागढ़ा
2. हिम्मत सिंह
का गडा",,,,,
493,GP_Delimitation_2019_Final-1-400.pdf,62,,,,,,,,,,
494,GP_Delimitation_2019_Final-1-400.pdf,62,,,पंचायत समिति -,सज्जनगढ,,,,,,
495,GP_Delimitation_2019_Final-1-400.pdf,62,क्र.सं.,"वर्तमान ग्रा ० प ०
का नाम","वर्तमान ग्रा ० प ० में
सम्मिलित ग्रामों का
नाम","पुनर्गठित /
पुनर्सीमांकित /
नवसृजित
ग्रा ० प ० का नाम","पुनर्गठित /
पुनर्सीमांकित /
नवसृजित ग्रा ० प ० में
ग्रामों का नाम",,,,,
496,GP_Delimitation_2019_Final-1-400.pdf,62,1,2,3,4,5,,,,,
497,GP_Delimitation_2019_Final-1-400.pdf,62,1.,पाली छोटी,"1. पाली छोटी
2. चरकली
3. रुपाखेड़ा
4. चोकी डूंगरी
5. मगरदा डामरा
साथ
6. मछारासाथ
7. खतेलासाथ
8. टोडी
9. चोर परनाला",पाली छोटी,"1. पाली छोटी
2. चरकली
3. रुपाखेड़ा
4. चोकी डूंगरी",,,,,
498,GP_Delimitation_2019_Final-1-400.pdf,62,2 .,,,मगरदा डामरा साथ,"1. मगरदा डामरा
साथ",,,,,
499,GP_Delimitation_2019_Final-1-400.pdf,63,,,,,"2. मछारासाथ
3. खतेलासाथ
4. टोडी
5. चोर परनाला",,,,,
500,GP_Delimitation_2019_Final-1-400.pdf,63,3.,बिलडी,"1. चनावला
2. बालासिंदुर
3. बोर भाटोड
4. बिलडी
5 .
6. धाडका
7. धाडकी
8. बिछावाडा
बालदिया",बिलडी,"1. बिलडी
2. बालदिया
3. धाड़का
4. धाडकी
5. बिछावाडा",,,,,
501,GP_Delimitation_2019_Final-1-400.pdf,63,4 .,,,चनावला,"1. चनावला
2. बालासिंदुर
3. बोर भाटोड",,,,,
502,GP_Delimitation_2019_Final-1-400.pdf,63,5.,खुन्दनीहाला,"1. गोडा
2. मालखेमजी
3. मैयावट
4. महुडियानाथा
5. सामलासेर
6. खुन्दनीहाला
7. खुन्दनीरूपा
8. मेराना
9. गणेशपुरा",खुन्दनीहाला,"1. खुन्दनीहाला
2. खुन्दनीरूपा
3. मेराना
4. गणेशपुरा",,,,,
503,GP_Delimitation_2019_Final-1-400.pdf,63,6 .,,,गोडा,"1. गोडा
2. मालखेमजी तं
लं
तं
3. मैयावट
4. महुडियानाथा
5. सामलासेर",,,,,
504,GP_Delimitation_2019_Final-1-400.pdf,63,7.,मछारासाथ,"1. कुण्डा
2. सरसियापाडा
3. कडाईमाल
4. रावतासाथ
5. घोती की टोडी
6. बावलीपाडा
7. मछारासाथ
8. वडलीपाडा",मछारासाथ,"1. मछारासाथ
2. वडलीपाडा
3. रूपजीपाडा",,,,,
505,GP_Delimitation_2019_Final-1-400.pdf,64,,,9. रूपजीपाडा,,,,,,,
506,GP_Delimitation_2019_Final-1-400.pdf,64,8 .,,,कुण्डा,"1. कुण्डा
2. सरसियापाडा
3. कडाईमाल
4 . रावतासाथ
6 .
5. घोती की टोडी
बावलीपाडा",,,,,
507,GP_Delimitation_2019_Final-1-400.pdf,64,9 .,हिम्मतगढ,"1. सादडिया
2. रूपजीपाडा
3. गुन्दी कला
4. हिम्मतगढ
5. बगायचा
6. फुलपरी
7. कब्बा की छायन
8. सातसेरा कला",हिम्मतगढ,"1. हिम्मतगढ
2. बगायचा
3. फुलपरी
कब्बा की 4 .
छायन
5. सातसेरा कला",,,,,
508,GP_Delimitation_2019_Final-1-400.pdf,64,10 .,,,सादडिया,"1. सादडिया
2. रूपजीपाडा
3. गुन्दी कला",,,,,
509,GP_Delimitation_2019_Final-1-400.pdf,64,,,पंचायत समिति,- कुशलगढ़,,,,,,
510,GP_Delimitation_2019_Final-1-400.pdf,64,क्र.सं.,"वर्तमान ग्रा ० प ०
का नाम","वर्तमान ग्रा ० प ० में
सम्मिलित ग्रामों का
नाम","पुनर्गठित /
पुनर्सीमांकित /
नवसृजित
ग्रा ० प ० का नाम","पुनर्गठित / पुनर्सीमांकित /
नवसृजित ग्रा ० प ० में
ग्रामों का नाम",,,,,
511,GP_Delimitation_2019_Final-1-400.pdf,64,1,2,3,4,5,,,,,
512,GP_Delimitation_2019_Final-1-400.pdf,64,1.,बडीसरवा,"1. बडीसरवा
2. पीपलीपाड़ा
3. मालवन
4. दरोबडिया
5. बदुपाड़ा
6. कुकडीपाड़ा
7. सेमलपाड़ा
8. पाणदा",बडीसरवा,"1. बडीसरवा
2. पीपलीपाड़ा
3. मालवन
4. पाणदा",,,,,
513,GP_Delimitation_2019_Final-1-400.pdf,64,2 .,,,दरोबड़िया,"1. दरोबडिया
2. बदुपाड़ा
3. कुकडीपाड़ा",,,,,
514,GP_Delimitation_2019_Final-1-400.pdf,65,,,,,4. सेमलपाड़ा,,,,,
515,GP_Delimitation_2019_Final-1-400.pdf,65,3.,सारण,"1. चन्देरी
2. रणजीतगढ़
3 . सारण
4 . बस्सी
5. सिंगली",सारण,"1. चन्देरी
2. सारण
3. बस्सी लं
नं 4. सिंगली",,,,,
516,GP_Delimitation_2019_Final-1-400.pdf,65,4 .,झीकली,"1. आम्बापाड़ा
2. टिमेडाछोटा
3. टोडी
4. परनाला
5. झीकली
6. कनजपाडा
7. वडलीपाड़ा",झीकली,"1. परनाला
2. झीकली
3. कनजपाडा
4. वडलीपाडा",,,,,
517,GP_Delimitation_2019_Final-1-400.pdf,65,5 .,,,टिमेडाछोटा,"1. टिमेडाछोटा
2. टोडी
3. रणजीतगढ़",,,,,
518,GP_Delimitation_2019_Final-1-400.pdf,65,6.,टिमेडाबड़ा,"1. आमलीपाड़ा
2. भाटमहुडी
3. मुनीपाडा
4. कोटडा
5. टिमेडाबडा",टिमेडाबडा,"1. टिमेडाबडा
2. कोटडा",,,,,
519,GP_Delimitation_2019_Final-1-400.pdf,65,7 .,,,आमलीपाडा,"1. आमलीपाड़ा
2. भाटमहुडी
3. मुनीपाडा
4. आम्बापाड़ा",,,,,
520,GP_Delimitation_2019_Final-1-400.pdf,65,8.,बडवासछोटी,"1. रोहनिया
2. बडवासछोटी
3. काकराडूंगरी
4. बोरखेडी
5. बिहारीपुरा
6. निश्नावट
7. रागापाड़ा
8. उदयगढ़निश्नावट",बडवासछोटी,"1. बडवासछोटी
2. काकराडूंगरी
3. बोरखेडी
4. बिहारीपुरा",,,,,
521,GP_Delimitation_2019_Final-1-400.pdf,65,9 .,,,निश्नावट,"1. रोहनिया
2. रागापाड़ा",,,,,
522,GP_Delimitation_2019_Final-1-400.pdf,66,,,,,"3. उदयगढ़निश्नावट
4. निश्नावट",,,,,
523,GP_Delimitation_2019_Final-1-400.pdf,66,10.,ठुम्मठ,"1. चुडादा
2. ठुम्मठ
3. रातीमहुडी",ठुम्मठ,"1. ठुम्मठ
2. रातीमहुडी",,,,,
524,GP_Delimitation_2019_Final-1-400.pdf,66,11 .,,,चुडादा,"1. चुडादा
2. मोर",,,,,
525,GP_Delimitation_2019_Final-1-400.pdf,66,12.,डूंगरीपाड़ा,"1. पलकपाड़ा
2. नानीकासाथ
3. डूंगरीपाड़ा
4. देवदासाथ
5. हिम्मतपुरा",डूंगरीपाड़ा,"1. डूंगरीपाड़ा
2. पलकपाड़ा तं
लं 3. नानीकासाथ",,,,,
526,GP_Delimitation_2019_Final-1-400.pdf,66,13 .,,,देवदासाथ,"1. देवदासाथ
2. हिम्मतपुरा
3. पीपलीपाड़ा
4. खेडा",,,,,
527,GP_Delimitation_2019_Final-1-400.pdf,66,14.,लोहारियाबडा,"1. खडियासाथ
2. डूंगलापानी
3. पीपलीपाड़ा
4. खेड़ा
5. तलाबा
6. लोहारियाबड़ा",लोहारियाबडा,"1. लोहारियाबड़ा
2. खडियासाथ
3. डूंगलापानी
4. तलाबा",,,,,
528,GP_Delimitation_2019_Final-1-400.pdf,66,15.,मुन्दडी,"1. भण्डारिया
2. सुनारिया
3. नाथपुरा
4. मुन्दडी
5. तलाईपाड़ा
6. हमीरपुरा
7. खेरदा N
ळं 8. काजलपाड़ा
9. सुरजकुण्ड
10. रतनमाल
11. शिकारवाडी
12. भीमपुरा",मुन्दडी,"1. मुन्दडी
2. भण्डारिया
3. सुनारिया
4. नाथपुरा
5. तलाईपाड़ा
6. हमीरपुरा
7. काजलपाड़ा
8. सुरजकुण्ड
9. शिकारवाडी",,,,,
529,GP_Delimitation_2019_Final-1-400.pdf,66,16 .,,,भीमपुरा,"1. खेरदा
2. रतनमाल
3. भीमपुरा",,,,,
530,GP_Delimitation_2019_Final-1-400.pdf,67,,,,,"4. गराडखोरा
5. माल
6. सोडलिया",,,,,
531,GP_Delimitation_2019_Final-1-400.pdf,67,17.,भगतपुरा,"1. माल
2. सोडलिया
3. दौलपुरा
4. भगतपुरा
5. हरकापाड़ा
6. उदयगढकालाखेत
7. कालाखेत
8. गलापाडा
9. गैरछाभाटडा
10. घोडादरा
11. गुवाड़ी
12. गराडखोरा",भगतपुरा,"1. दौलपुरा
2. भगतपुरा
3. हरकापाड़ा
4. उदयगढकालाखेत
5. कालाखेत
6. गलापाडा
7. गैरछाभाटडा
8. घोडादरा
9. गुवाड़ी ∞00",,,,,
532,GP_Delimitation_2019_Final-1-400.pdf,67,18 .,पोटलिया,"1. उमरावट
2. मोर
3. पोटलिया लं
jb 4. जमरई
5. टाडावडला",पोटलिया,"1. पोटलिया
2. जमरई",,,,,
533,GP_Delimitation_2019_Final-1-400.pdf,67,19 .,,,टाडावडला,"1. टाडावडला
2. उमरावट
3. जाडी",,,,,
534,GP_Delimitation_2019_Final-1-400.pdf,67,20 .,कलिंजरा,"1. कलिंजरा
2. भरतगढ़
3. जाडी
4. मुवाल",कलिंजरा,"1. कलिंजरा
2. भरतगढ़
3. मुवाल
तं
लं",,,,,
535,GP_Delimitation_2019_Final-1-400.pdf,67,21 .,बाबलियापाड़ा,"4. आमलीपाड़ा 
5. गलधर 1. बाबलियापाड़ा 
2. बाबडीडिडोर 
3. बाबडीनिनामा",बावलियापाड़ा,"1. बाबलियापाड़ा
2. भवानोंकीटोडी
3. सातलियाकीटोडी",,,,,
536,GP_Delimitation_2019_Final-1-400.pdf,67,22 .,,,बाबडीनिनामा,"1. बाबडीडिडोर
2. बाबडीनिनामा
3. आमलीपाड़ा",,,,,
537,GP_Delimitation_2019_Final-1-400.pdf,68,,,,,4. गलधर,,,,,
538,GP_Delimitation_2019_Final-1-400.pdf,68,23 .,रूपगढ़,"1. रूपगढ़
2. वडलीपाड़ा
3. भवानोंकीटोडी
4. सातलियाकीटोडी
5. खेडा
6. सुनारिया",रूपगढ,"रूपगढ़ 1 .
2. वडलीपाड़ा
3. खेड़ा
4. सुनारिया",,,,,
539,GP_Delimitation_2019_Final-1-400.pdf,68,24 .,चोखवाड़ा,"1. चोखवाड़ा
2. नाथपुरा
3. रावदा
4. मिर्चघाटी
5. कुण्डिया
6. पिपलोन",चोखवाड़ा,"1. चोखवाड़ा
2. नाथपुरा
3. रावदा
4. मिर्चघाटी
5. पिपलोन
6. कुण्डिया",,,,,
540,GP_Delimitation_2019_Final-1-400.pdf,68,25 .,शोभावटी,"1. शोभावटी
2. बोरिया
3. पेरणियादेव
4. सरपोटा",शोभावटी,"1. शोभावटी
2. पेरणियादेव
3. सरपोटा
4. बोरिया",,,,,
541,GP_Delimitation_2019_Final-1-400.pdf,68,26 .,छोटीसरवा,"1. छोटीसरवा
2. गान्दवन
3. खेरियापाड़ा
4. नलवई
5. हवारूण्डी",छोटीसरवा,"1. छोटीसरवा
2. गान्दवन
3. नलवई
4. हवारूण्डी
5. खेरियापाड़ा",,,,,
542,GP_Delimitation_2019_Final-1-400.pdf,68,27 .,महुडा,"1. महुडा
2. वरसाला
3. करणघाटी
4. चोरवड
5. मोरझरी
6. सिगलाकुण्डी",महुडा,"1. महुडा
2. चोरवड
3. सिगलाकुण्डी",,,,,
543,GP_Delimitation_2019_Final-1-400.pdf,68,28 .,,,वरसाला,"1. वरसाला
2. करणघाटी
3. मोरझरी",,,,,
544,GP_Delimitation_2019_Final-1-400.pdf,68,29 .,पाटन,"1. पाटन
2. उमरझोका
3. हल्दूपाड़ा
4. आमलियामाल
5. उगमनापाड़ा",पाटन,"1. पाटन
2. उमरझोका
3. हल्दूपाड़ा
4. आमलियामाल",,,,,
545,GP_Delimitation_2019_Final-1-400.pdf,69,,,"6. पोटलिया
7. कदवाली छोटी
8. कदवाली बडी
9 . मतवाला खाकरा
10. गोकुलपाडा
11. जुनापानी
12. सरोना",,,,,,,
546,GP_Delimitation_2019_Final-1-400.pdf,69,30 .,,,सरोना,"1. सरोना
2. कदवालीछोटी
3. कदवालीबडी
4. मतवालाखाखरा
5. गोकुलपाड़ा
6. जूनापानी
7. उगमनापाड़ा
8. पोटलिया",,,,,
547,GP_Delimitation_2019_Final-1-400.pdf,69,31 .,सातलिया,"1. सातलिया
2. सुरवन
3. भंवरदा
4. हल्दूपाड़ा
5. अन्दोख",सातलिया,"1. सातलिया
2. सुरवन",,,,,
548,GP_Delimitation_2019_Final-1-400.pdf,69,32 .,,,भंवरदा,"1. भंवरदा
2. हल्दूपाड़ा
3. अन्दोख
4. सुन्दरीपाड़ा
5. भोराज
6. ओडवा",,,,,
549,GP_Delimitation_2019_Final-1-400.pdf,69,33 .,मोहकमपुरा,"5. सुन्दरीपाड़ा
6. भोराज
7. ओडवा
1. मोहकमपुरा
2. तरालिया
3. भूरीपाड़ा
4. खानापाड़ा",मोहकमपुरा,"1. मोहकमपुरा
2. तरालिया
3. भूरीपाड़ा
4. खानापाड़ा",,,,,
550,GP_Delimitation_2019_Final-1-400.pdf,69,34 .,बडवासबडी,"1. बडवासबडी
2. भीमगढ़
3. बाकानेर",बडवासबडी,"1. बडवासबडी
2. लुणावाड़ा",,,,,
551,GP_Delimitation_2019_Final-1-400.pdf,70,,,4. लुणावाड़ा,,,,,,,
552,GP_Delimitation_2019_Final-1-400.pdf,70,35 .,,,बाकानेर,"1. बाकानेर
2. भीमगढ़",,,,,
553,GP_Delimitation_2019_Final-1-400.pdf,70,,,,,,,,,,
554,GP_Delimitation_2019_Final-1-400.pdf,70,,,पंचायत समिति,- घाटोल,,,,,,
555,GP_Delimitation_2019_Final-1-400.pdf,70,क्र.सं.,"वर्तमान ग्रा ० प ०
का नाम","वर्तमान ग्रा ० प ० में
सम्मिलित ग्रामों का
नाम","पुनर्गठित /
पुनर्सीमांकित /
नवसृजित
ग्रा ० प ० का नाम","पुनर्गठित /
पुनर्सीमांकित /
नवसृजित ग्रा ० प ० में
ग्रामों का नाम",,,,,
556,GP_Delimitation_2019_Final-1-400.pdf,70,1,2,3,4,5,,,,,
557,GP_Delimitation_2019_Final-1-400.pdf,70,1 .,भोयर,"1. नागवाला
2. मदनपुरा
3. चेकला
4. भोयर",भोयर,1. भोयर,,,,,
558,GP_Delimitation_2019_Final-1-400.pdf,70,2 .,,,नागवाला,"1. नागवाला
2. मदनपुरा
3. चेकला",,,,,
559,GP_Delimitation_2019_Final-1-400.pdf,70,3.,मुंगाणा,"1. अन्तकालिया
2. दौलत सिंह का गडा
3. मुंगाणा",मुंगाणा,1. मुंगाणा,,,,,
560,GP_Delimitation_2019_Final-1-400.pdf,70,4 .,,,दौलत सिंह का गडा,"1. दौलत सिंह
का गडा
2. अन्तकालिया",,,,,
561,GP_Delimitation_2019_Final-1-400.pdf,70,5 .,रूंजिया,"1. गरजीया
मंगरा
2. कुंडली
3. रघुनाथ सिंह
का गडा
4. रूंजिया
5. ओडवाल
6. पाडिया
7. लाम्बीपाटिया",रूंजिया,"1. रूंजिया
2. ओडवाल
3. लाम्बीपाटिया",,,,,
562,GP_Delimitation_2019_Final-1-400.pdf,70,6 .,,,रघुनाथ सिंह का गडा,"1. रघुनाथ सिंह
का गड़ा
2. कुंडली
3. गरजीया",,,,,
563,GP_Delimitation_2019_Final-1-400.pdf,71,,,,,"मंगरा
4. पाडिया",,,,,
564,GP_Delimitation_2019_Final-1-400.pdf,71,7.,देलवाडा लोकिया,"1. देलवाडा  लोकिया 
2. महुवाल 
3. देलवाडा  रावणा 
4. घटियन 
5. मान्दली",देलवाडा लोकिया,1. देलवाडा,,,,,
565,GP_Delimitation_2019_Final-1-400.pdf,71,,,लोकिया,,लोकिया,,,,,
566,GP_Delimitation_2019_Final-1-400.pdf,71,,,2. महुवाल,,2. महुवाल,,,,,
567,GP_Delimitation_2019_Final-1-400.pdf,71,,,3. देलवाडा,,3. घटियन,,,,,
568,GP_Delimitation_2019_Final-1-400.pdf,71,,,रावणा,,4. मान्दली,,,,,
569,GP_Delimitation_2019_Final-1-400.pdf,71,,,4. घटियन,,,,,,,
570,GP_Delimitation_2019_Final-1-400.pdf,71,,,5. मान्दली,,,,,,,
571,GP_Delimitation_2019_Final-1-400.pdf,71,8 .,,,देलवाड़ा रावणा,"1. देलवाडा
रावणा",,,,,
572,GP_Delimitation_2019_Final-1-400.pdf,71,9 .,पडोली गोर्धन,"1. बिजोर
2. साखथली",पडोली गोर्धन,"1. पडोली गोर्धन
2. जेदला",,,,,
573,GP_Delimitation_2019_Final-1-400.pdf,71,,,3. पडोली गोर्धन,,,,,,,
574,GP_Delimitation_2019_Final-1-400.pdf,71,,,4. जेदला,,,,,,,
575,GP_Delimitation_2019_Final-1-400.pdf,71,10 .,,,बिजोर,"1. बिजोर
2. साखथली",,,,,
576,GP_Delimitation_2019_Final-1-400.pdf,71,11.,चडला,"1. चडला
2. नरोतो की
गौज
3. जाम्बोई",चडला,"1. चडला
2. केहरी",,,,,
577,GP_Delimitation_2019_Final-1-400.pdf,71,12 .,,,नरोतो की गौज,"1. नरोतो की
गौज
2. जाम्बोई",,,,,
578,GP_Delimitation_2019_Final-1-400.pdf,71,13.,कडवाअमरी,"1. कड़वाअमरी
2. कानेला
3. केहरी",कड़वाअमरी,"1. कडवाअमरी
2. कानेला",,,,,
579,GP_Delimitation_2019_Final-1-400.pdf,71,14.,गोरछा,"1. घाटे की नाल
2. गोरछा
3. गरनावट
4. पाडी
5. उम्मेदपुरा
6. सोमपुर
7. उंडाखोरा
8. बरबडीया",गोरछा,"1. गोरछा
2. गरनावट
3. पाडी
4. उम्मेदपुरा",,,,,
580,GP_Delimitation_2019_Final-1-400.pdf,71,15 .,,,सोमपुर,"1. बरबडीया
2. सोमपुर",,,,,
581,GP_Delimitation_2019_Final-1-400.pdf,72,,,,,"3. उंडाखोरा
4. घाटे की नाल",,,,,
582,GP_Delimitation_2019_Final-1-400.pdf,72,16.,जगपुरा,"1. जगपुरा
2. उमरजला
3. डिंडोरिया",जगपुरा,"1. जगपुरा
2. उमरजला",,,,,
583,GP_Delimitation_2019_Final-1-400.pdf,72,17.,दूदका,"1. दूदका
2. कुण्डला",दूदका,1. दूदका,,,,,
584,GP_Delimitation_2019_Final-1-400.pdf,72,18 .,,,डिंडोरिया,"1. डिंडोरिया
2. कुण्डला",,,,,
585,GP_Delimitation_2019_Final-1-400.pdf,72,19.,गनोडा,"1. गनोडा
2. दुकवाडा",गनोडा,1. गनोडा,,,,,
586,GP_Delimitation_2019_Final-1-400.pdf,72,20.,भुवासा,"1. भुवासा
2. सज्जन सिंह का गडा
3. चिरोला",भुवासा,"1. भुवासा
2. सज्जन सिंह
का गडा",,,,,
587,GP_Delimitation_2019_Final-1-400.pdf,72,21 .,,,दुकवाडा,"1. दुकवाडा
2. चिरोला",,,,,
588,GP_Delimitation_2019_Final-1-400.pdf,72,22.,बडलिया,"1. बडलिया
2. टिम्बा गामडी
3. टाटिया
4. नौका उर्फ़
हिरीया खेडी",बडलिया,"1. बडलिया
2. टिम्बा
गामडी
3. नौका उर्फ़
हिरीया खेडी",,,,,
589,GP_Delimitation_2019_Final-1-400.pdf,72,23.,निचली मोरडी,"1. निचली मोरडी
2. मोरडी उपली
3. टेकला
4. इसरवाला",निचली मोरडी,"1. निचली
मोरडी
2. मोरडी उपली
3. टेकला",,,,,
590,GP_Delimitation_2019_Final-1-400.pdf,72,24 .,,,इसरवाला,"1. इसरवाला
2. टाटिया",,,,,
591,GP_Delimitation_2019_Final-1-400.pdf,72,25.,बडाना,"1. बडाना
2. रत्नागिरी
शांतिवन",बडाना,"1. बडाना
2. ओटा भगोरा",,,,,
592,GP_Delimitation_2019_Final-1-400.pdf,73,,,"3. ओटा भगोरा
4 . कनपुरा",,,,,,,
593,GP_Delimitation_2019_Final-1-400.pdf,73,26 .,,,कनपुरा,"1. कनपुरा
2. रत्नागिरी
शांतिवन",,,,,
594,GP_Delimitation_2019_Final-1-400.pdf,73,27.,भागोरो का खेडा,"1. रोहनिया मानेंग
2. महापुरा राठोड
3. महापुरा चारेल
4. रामली
5. लालपुरा
6. भागोरो का खेडा
7. सादड़ी
8. पाडीखेडा",भगोरो का खेडा,"1. रोहनिया
मानेंग
2. महापुरा
राठोड
3. रामली
4. लालपुरा
5. भागोरो का
खेडा
6 . सादडी
7. पाडीखेडा",,,,,
595,GP_Delimitation_2019_Final-1-400.pdf,73,28 .,,,उदाजी का गडा,"1. उदाजी का
गडा
2. महापुरा
चारेल",,,,,
596,GP_Delimitation_2019_Final-1-400.pdf,73,29.,खमेरा,"1. उदाजी का गडा
2. खमेरा
3. मुंदरीपाडा
4. नाथूखेडी
5. डोकीखेडा",खमेरा,"1. खमेरा
2. मुंदरीपाडा
3. नाथूखेडी
4. डोकीखेडा",,,,,
597,GP_Delimitation_2019_Final-1-400.pdf,73,,,पंचायत समिति,- आनन्दपुरी,,,,,,
598,GP_Delimitation_2019_Final-1-400.pdf,73,क्र.सं.,"वर्तमान
ग्रा ० प ० का
नाम","वर्तमान ग्रा ० प ० में
सम्मिलित ग्रामों का
नाम","पुनर्गठित /
पुनर्सीमांकित /
नवसृजित
ग्रा ० प ० का नाम","पुनर्गठित / पुनर्सीमांकित /
नवसृजित ग्रा 0 प 0 में
ग्रामों का नाम",,,,,
599,GP_Delimitation_2019_Final-1-400.pdf,73,1,2,3,4,5,,,,,
600,GP_Delimitation_2019_Final-1-400.pdf,73,1 .,आनंदपुरी,"1. आनंदपुरी
2. कसुम्बरिया
3. पाडौला
4. ढनकू
5. रामेला",आनंदपुरी,"1. आनंदपुरी
2. कसुम्बरिया
3. पाडौला",,,,,
601,GP_Delimitation_2019_Final-1-400.pdf,74,,,"6. खूंटा चंदना
7. कहवाड़ा",,,,,,,
602,GP_Delimitation_2019_Final-1-400.pdf,74,2 .,,,ढनकू,"1. ढनकू
2. रामेला
3. खूंटा चंदना
4. कहवाड़ा",,,,,
603,GP_Delimitation_2019_Final-1-400.pdf,74,3.,टामटिया,"1. टामटिया
2. उबापान
3. नवाघरा
4. सेरानगला
5. सेरावाला
6. नानाभुखिया",टामटिया,"1. टामटिया
2. उबापान
3. नवाघरा",,,,,
604,GP_Delimitation_2019_Final-1-400.pdf,74,4 .,,,सेरानगला,"1. सेरानगला
2. सेरावाला
3. नानाभुखिया",,,,,
605,GP_Delimitation_2019_Final-1-400.pdf,74,5 .,दलपुरा,"1. परवाली
2. दलपुरा
3. बोराखंडी",दलपुरा,"1. दलपुरा
2. परवाली
3. बोराखंडी
4. राजपुरा",,,,,
606,GP_Delimitation_2019_Final-1-400.pdf,74,6 .,चौरडी,"1. चौरडी
2. खेरिया
3. कोबा
4. तारवा
5. राजपुरा",चौरडी,"1. चौरडी
2. खेरिया
3. कोबा
4. तारवा",,,,,
607,GP_Delimitation_2019_Final-1-400.pdf,74,7.,रतनपुरा,"1. रतनपुरा
2. गमीरपुरा
कालिया
3 . संग्रामपुरा
4. भवानपूरा
5. कटारो का
तालाब
6. अर्जुनपुरा
7. उदयपूरा छोटा
ज़
Aw",रतनपुरा,"1. रतनपुरा
2. गमीरपुरा
कालिया
3. संग्रामपुरा",,,,,
608,GP_Delimitation_2019_Final-1-400.pdf,74,8 .,,,भवानपूरा,"1. भवानपूरा
2. कटारो का
तालाब
3. अर्जुनपुरा",,,,,
609,GP_Delimitation_2019_Final-1-400.pdf,75,,,,,4. उदयपूरा छोटा,,,,,
610,GP_Delimitation_2019_Final-1-400.pdf,75,9 .,फलवा,1. फलवा,फलवा,"1. फलवा
2. शारदा",,,,,
611,GP_Delimitation_2019_Final-1-400.pdf,75,10.,तेजपुरा,"1. तेजपुरा
2. जुनी टिम्बी
3. शारदा",तेजपुरा,"1. तेजपुरा
2. जुनी टिम्बी",,,,,
612,GP_Delimitation_2019_Final-1-400.pdf,75,11.,कानेला,"1. कानेला
2. खुटा फारकी
3. बोर भाटोड
4. पचोर
5 .
6. नवागाव
कांगलिया",कानेला,"1. कानेला
2. खुटा फारकी
3 . बोर भाटोड
4. पचोर
5. कांगलिया",,,,,
613,GP_Delimitation_2019_Final-1-400.pdf,75,12.,बरजडीया,"1. बरजडीया
2. बोरवानिया
3. कुम्हारिया
4. चौथमाल
5. रुपाखेडा",बरजडीया,"1. बरजडीया
2. नवागाव N",,,,,
614,GP_Delimitation_2019_Final-1-400.pdf,75,13 .,,,बोरवानिया,"1. बोरवानिया
2. कुम्हारिया
3. चौथमाल
4. रुपाखेडा",,,,,
615,GP_Delimitation_2019_Final-1-400.pdf,75,14.,चान्दरवाडा,"1. चान्दरवाडा
2. हटियापूर
3. कांकरी डूंगरी
4. केलकुआ
5. नारनिया
6. राती तलाई
7. रोहनिया
8. सामिसेरा
9. तलावडी ( रतनपुरा )
10. पाटिया
11. छायणा",चान्दरवाडा,"1. चान्दरवाडा
2. हटियापूर
3. कांकरी डूंगरी
4. केलकुआ
5. नारनिया
6. राती तलाई
7. रोहनिया
8. सामिसेरा
9. तलावडी
( रतनपुरा )",,,,,
616,GP_Delimitation_2019_Final-1-400.pdf,75,15.,नाहरपुरा,"1. पूछियावाडा
2. नाहरपुरा
3. गमीरपुरा
हमीरा",नाहरपुरा,"1. नाहरपुरा
2. गमीरपुरा हमीरा",,,,,
617,GP_Delimitation_2019_Final-1-400.pdf,75,16 .,,,पाटिया,1. पाटिया,,,,,
618,GP_Delimitation_2019_Final-1-400.pdf,76,,,पंचायत समिति,- बागीदोरा,,,,,,
619,GP_Delimitation_2019_Final-1-400.pdf,76,क्र.सं.,"वर्तमान ग्रा ० प ०
का नाम","वर्तमान ग्रा ० प ० में
सम्मिलित ग्रामों का
नाम","पुनर्गठित /
पुनर्सीमांकित /
नवसृजित
ग्रा ० प ० का नाम","पुनर्गठित / पुनर्सीमांकित /
नवसृजित ग्रा 0 प 0 में
ग्रामों का नाम",,,,,
620,GP_Delimitation_2019_Final-1-400.pdf,76,1,2,3,4,5,,,,,
621,GP_Delimitation_2019_Final-1-400.pdf,76,1 .,कलिंजरा,"1. कलिंजरा
2. डूंगरी
3. बारी
4. हमीरपुराछोटा
5. बोरतलाई",कलिंजरा,"1. कलिंजरा
2. डूगरी
3. बोरतलाई",,,,,
622,GP_Delimitation_2019_Final-1-400.pdf,76,2 .,नाल,"1. नाल
2. धोलाखेरिया
3. पाण्डेरा
4. ढेबरी देवा
5. ढेबरी कलू",नाल,"1. नाल
2. ढेबरी कलु",,,,,
